Distributed inference, Large language models, Ollama, Proxy,,,,,,,,,,,,,
Moisture sources, Python, Fortran, Particle dispersion models, Evaporation,,,,,,,,,,,,
Brick, RDF, Large Language Models, Portability, Energy Management and Information Systems,,,,,,,,,,,,
hyperspectral analysis, data preparation, Python, GUI, application,,,,,,,,,,,,
Tree monitoring, Remote sensing, Computer vision, Deep learning, QGIS, Silvopastoral systems,,,,,,,,,,,
Cybersecurity, Automatic artifact identification, Intuitive views, Coherent data correlation, Malware analysis,,,,,,,,,,,,
Tandem duplication, Next generation sequencing, Read depth, Split read,,,,,,,,,,,,,
Optical design, Optimization, Evolutionary strategy, Fuzzy Logic, Shannon's Entropy,,,,,,,,,,,,
SGMCMC, Bayesian inference, Machine learning,,,,,,,,,,,,,,
Computed tomography, Image registration, Diffeomorphic mapping, Image segmentation, Quantitative analysis,,,,,,,,,,,,
Open information extraction, Tensor computing, Automated pattern generation, Rule-based OIE, Learning-based OIE,,,,,,,,,,,,
Python, Fuzzy MCDA, Decision-making, Triangular Fuzzy Numbers,,,,,,,,,,,,,
Machine learning, Dams, Structural health monitoring, Boosted regression trees, Shiny,,,,,,,,,,,,
Control -oriented deep neural networks, System dynamics prediction, Deep neural networks,,,,,,,,,,,,,,
Metaheuristic algorithms, Clustering, Evolutionary computation, Optimization,,,,,,,,,,,,,
Extended reality, Empirical experiment, Data visualization, Web browsers, Virtual reality, Augmented reality,,,,,,,,,,,
Machine learning, ABAQUS CAE, Pressure vessels, Local stress prediction,,,,,,,,,,,,,
RGB-D camera, Fruit detection, Apple fruit sizing, Yield prediction, Allometry,,,,,,,,,,,,
Robotics Python software, Franka Emika robots, Real-time control, Panda,,,,,,,,,,,,,
Machine learning, Multi-target regression, Multi-label classification, Feature importance, Semi-supervised learning, Decision trees, Random forests,,,,,,,,,,
Python, MCDA, MCDM, Decision support,,,,,,,,,,,,,
Antenna, MATLAB, Complex shapes, Software, Graphical user interface,,,,,,,,,,,,
Ridesharing, Generalized travel costs, General stochastic user equilibrium, Elastic demand,,,,,,,,,,,,,
Machine learning, Graph neural network (GNN), Node classification, PyTorch Geometric, CAD, CAM systems, Digital manufacturing,,,,,,,,,,
Lung ultrasound, Video summarisation, Segmentation, Object tagging, Software package,,,,,,,,,,,,
Masonry block structures, Failure mechanisms, Seismic actions, Moving supports, Frictional interfaces, Optimization-based tool,,,,,,,,,,,
Association rule mining, Big data, Business intelligence, R package,,,,,,,,,,,,,
Movie-rate scanning probe microscopy, Creep correction, Drift correction,,,,,,,,,,,,,,
Dimensionality reduction, Projection pursuit, Sufficient dimension reduction, Robust statistics, Energy statistics, Statistical learning,,,,,,,,,,,
Parametrized PDE models, Discontinuous Galerkin, GPU, High-performance computing,,,,,,,,,,,,,
3D-DIC, Subset -based, Open -source software, Python,,,,,,,,,,,,,
DICOM, Medical imaging, Web application, Go,,,,,,,,,,,,,
Covira, Risk assessment, COVID-19, Software, Risk communication tool, Personal risk,,,,,,,,,,,
Low- and middle- income countries, Child development, Publich health, Multiple Indicator Cluster Survey,,,,,,,,,,,,,
GWOSC, Scientific databases, Data representation and management,,,,,,,,,,,,,,
Discrete-event, Mobile application, Modeling, Simulation, Python, Web service,,,,,,,,,,,
Population balance equation, Quadrature moment methods, Method of moments, Particulate flows, Dispersions,,,,,,,,,,,,
Scientific computing, Numerical simulations, Diffuse scattering, RHEED, MBE,,,,,,,,,,,,
Optimization problems, Multi-objective optimization, Bayesian optimization algorithm,,,,,,,,,,,,,,
Rock block, Shape, Size, Generation, DFN,,,,,,,,,,,,
Reaction flux analysis, Reaction path analysis, Visualization, Reaction network, Graph representation, Data compression,,,,,,,,,,,
Unit-cell, Properties, Mechanics, Metamaterial, Lattice,,,,,,,,,,,,
Ecohydraulics, Habitat enhancement, River restoration, GIS,,,,,,,,,,,,,
Model order reduction, PARAFAC, Machine learning, Data analysis, Tensor decomposition,,,,,,,,,,,,
Spectral analysis, XPS, AES, R project,,,,,,,,,,,,,
Multiple audio alignment, Multiresolution alignment, Audio fingerprint, Bayesian inference, Sequential Monte Carlo samplers, Sequential alignment,,,,,,,,,,,
Heat transfer, Thermodynamics, Caloric effect, Python,,,,,,,,,,,,,
Python, Units, Configuration file,,,,,,,,,,,,,,
MATLAB function, Visualization tool, 4D visualization, Topography,,,,,,,,,,,,,
Machine learning, Scikit-learn, Feature selection, Data pruning, Time series, System identification, NARX,,,,,,,,,,
Fault detection, Machine learning, REST API, Reproducibility, Real-time monitoring,,,,,,,,,,,,
ERA5 reanalysis, ERA5-Land, Python, Bias adjustment and downscaling, Climate data processing, Event attribution,,,,,,,,,,,
Hybrid neural networks, Synthetic images, TINTOlib, Tabular-to-image, Tabular2image,,,,,,,,,,,,
Stereographic projection, Hypersphere, 4D geometry, Lagrange interpolation, Symbolic computation, Mathematica, Geometric modeling, Computational framework, Reproducibility, Open source,,,,,,,
Digraphs, Stateful model, Finite state machine, Test case design, Test coverage,,,,,,,,,,,,
Mesh generation, Mesoscopic, RAW images, Coreform cubit,,,,,,,,,,,,,
Conditional random fields, Matlab toolbox, Spatial variability, Kriging interpolation, Karhunen-Loeve expansion,,,,,,,,,,,,
Bibliometric analysis, Web of science, Excel VBA, Data wrangling, Visualization framework,,,,,,,,,,,,
Geomagnetic conjugate, Geospace, Polar research, Mapping,,,,,,,,,,,,,
Rock discontinuity generation, Deep learning, Monte Carlo method,,,,,,,,,,,,,,
Pipeline integrity, Defect detection, Computer vision, Deep learning, Real-time monitoring, Corrosion analysis,,,,,,,,,,,
Knowledge management, Retrieval-augmented generation, Workflow, Large language models,,,,,,,,,,,,,
Data envelopment analysis, Fuzzy DEA models, Deterministic DEA models deaR package, R software, Efficiency analysis,,,,,,,,,,,,
Spatial data, OpenStreetMap, VGI, Biodiversity, Habitat connectivity, Land use, REST API,,,,,,,,,,
Kernel-based quadratic distances, Clustering on the sphere, Two-sample test, k-sample test, Python, R,,,,,,,,,,,
Semiconductor device modeling, Nanoelectronics, Data processing, Machine learning, Python, Pytorch,,,,,,,,,,,
Geographic information systems, Parallel processing, High performance computing,,,,,,,,,,,,,,
Tiny object detection, Focus-and-detect methods, Window-based detection,,,,,,,,,,,,,,
Age of Information, Short-packet transmission, Wireless networks,,,,,,,,,,,,,,
Uncertainty quantification, Robust optimization, Reliability-based optimization, Surrogate model,,,,,,,,,,,,,
FCM-VSS, Fuzzy Cognitive Maps (FCMs), Advanced Encryption Standard with Galois, Counter Mode (AES-GCM), AI-based summarization, Kosko inference, Sustainable metaverse characteristics, evaluation-based illustration,,,,,,,,,
Supervised descriptive rule, Subgroup discovery, Emerging patterns,,,,,,,,,,,,,,
Python, Symbolic-simulator, Analog-circuits, E(2)SCAPy,,,,,,,,,,,,,
Blockchain, Vehicles, Smart contract, Tokenizing, Distributed architecture,,,,,,,,,,,,
Pareto-front representation, Multiple-criteria model analysis, Pareto-front visualization, Pyomo modeling language, Structured modeling,,,,,,,,,,,,
Codeless, Deep learning, Machine learning operations, Time series forecasting,,,,,,,,,,,,,
Machine learning, k-means, Odmeans, R,,,,,,,,,,,,,
Linux images, Gateway Module, Single board computer, SiLA 2,,,,,,,,,,,,,
Succinct data structure, Perfect hashing, Static function, Bitmap, Huffman coding, Rust,,,,,,,,,,,
Bioinformatics, High-performance computing, Data science, Data mining, Data analysis,,,,,,,,,,,,
Ransomware, Dynamic honeypot, Moving Target Defence, Data Flooding Against Ransomware,,,,,,,,,,,,,
Size exclusion chromatography, SEC, Molecular weight distribution, Average molecular weight,,,,,,,,,,,,,
Swift, IOS, OBD (Onboard Diagnostics), Naturalistic Driving, Storyboard, UI (User Interface),,,,,,,,,,,
Buffer capacity, Acid food, Acidified food, pH modeling, Food formulation,,,,,,,,,,,,
Time series, Similarity, Multivariate, Toolkit, Python,,,,,,,,,,,,
Bioacoustics, Machine learning, Automated detection, Wildlife monitoring, Ecology, Biodiversity,,,,,,,,,,,
Explainable Artificial Intelligence, ML model refinement, Tabular data, Depression screening,,,,,,,,,,,,,
Mobile application, Machine learning, Inertial sensor, Tremor assessment,,,,,,,,,,,,,
Security, Internet of Things, API, Usability, Authorization, Distributed systems, Embedded systems,,,,,,,,,,
Neuromorphic engineering, Spiking neural networks, Simulation,,,,,,,,,,,,,,
Machine learning, Network science, Graph Neural Networks,,,,,,,,,,,,,,
Graph signal processing, Node ranking, Optimization,,,,,,,,,,,,,,
XAI, Rule-based representation, Global explanations, Local explanations, Feature relevance, Python,,,,,,,,,,,
Sensing technologies, Mobile applications, Android,,,,,,,,,,,,,,
Video stabilisation, River monitoring, Image velocimetry, UAS, LSPIV,,,,,,,,,,,,
Web annotation client customization, Data curation, Browser extension, Software product lines,,,,,,,,,,,,,
Risk, Uncertainty, Corrective measure, Project scheduling, Time-cost optimization, Monte Carlo simulation, Penalty and reward, Activity correlation,,,,,,,,,
Sentiment analysis, Word embeddings, Machine learning, Natural language processing,,,,,,,,,,,,,
Workflow management, Data management, Modelling, Optimisation, Open source, Scenario,,,,,,,,,,,
FFC-NMR dispersion curves, Least squares minimization, 3-Tau Model, T-1/T-2 ratio,,,,,,,,,,,,,
Hyperspectral images, Environmental monitoring, Microplastics, IR microscopy, Plastic pollution,,,,,,,,,,,,
Vector field, Topology, Critical point, Separatrix,,,,,,,,,,,,,
BLASTn, Sequencing, Genotyping-by-sequencing, Software, Discontiguous megaBLAST,,,,,,,,,,,,
Fabry-Perot cavities, Mirrors, Interferometry,,,,,,,,,,,,,,
Modified equation analysis, Finite difference schemes, Stability analysis, Numerical methods, Error analysis,,,,,,,,,,,,
Computer-assisted image analysis, Cell lineage mapping, Template matching,,,,,,,,,,,,,,
Particle tracking, Fiducial markers, Open-source software, Traction force microscopy, Cell mechanics,,,,,,,,,,,,
Wall-bounded turbulence, Rotating shear-flow, Thermal convection, Direct numerical simulation (DNS), Hybrid parallelization, GPU,,,,,,,,,,,
ACPYPE, Glycam06, Force field, Nonbonded scaling factor, Carbohydrate, Gromacs,,,,,,,,,,,
Memoization, Compiler optimizations, Source-to-source,,,,,,,,,,,,,,
Cross correlation, Networks, Multivariate time series analysis,,,,,,,,,,,,,,
Minimum distance, Collision detection, GJK algorithm,,,,,,,,,,,,,,
Coda-normalization method, Seismic waves, Attenuation, Quality factor,,,,,,,,,,,,,
Metagraph implementation, Computer-network policy, Policy analysis,,,,,,,,,,,,,,
Julia programming, Scientific computing, Educational game, Agent-based modeling,,,,,,,,,,,,,
Pharmacovigilance, Spontaneous reporting systems, Adverse events, Safety database, SeleniumBase,,,,,,,,,,,,
Krawtchouk polynomials, Hahn polynomials, Charlier polynomials, Meixner polynomials, Tchebichef polynomials, Racah polynomials,,,,,,,,,,,
QGIS, Deep learning, Semantic segmentation, Foundation model, Sentinel-2, EnMAP-Box,,,,,,,,,,,
Electrocardiography (ECG), Annotation, Database, QRS complex, QRS duration (QRSd), Machine learning,,,,,,,,,,,
Malware analysis, Behavioral patterns, Visual analytics, Execution traces, Comparative malware analysis,,,,,,,,,,,,
Caregiver burden, Informal caregiver well-being, Well-being, Smartphone, Unpaid carers, Mobile health, Application,,,,,,,,,,
Stepped wedge design, Cluster randomized trials, Power estimation, Survival analysis, RShiny,,,,,,,,,,,,
PCR primers, PCR primer design, Species-specific primers, Bioinformatics,,,,,,,,,,,,,
Succinct data structures, Android Native Development Kit, Wavelet trees, Mobile data processing, Space-efficient computing,,,,,,,,,,,,
Mutation testing, Model-driven Engineering, Domain-specific languages,,,,,,,,,,,,,,
Springer nature, Software, Python, Bibliometrics, Full-text,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Open-source framework, Biomedical images, Data fusion, Biomechanical models, Computer-assisted medicine, Computational biomechanics,,,,,,,,,,,
Surgical planning, Visualization, Image processing, MRI, Graphical user interface,,,,,,,,,,,,
Agent-based modeling, Electricity markets, Reinforcement learning, Python,,,,,,,,,,,,,
Accessible mathematics, Interactive learning, Students with visual disabilities, Mathematics education,,,,,,,,,,,,,
Modeling, Evaluation, Urban air mobility (UAM), Unmanned aerial vehicles/systems (UAV/UAS), Unmanned traffic management (UTM), U-space,,,,,,,,,,,
Holography, Particle measurement, GPU, Julia,,,,,,,,,,,,,
Image quality assessment, Magnetic resonance images, Perceptual image quality, Toolbox, Benchmark,,,,,,,,,,,,
Edge devices, Caching algorithms, Performance, Power consumption,,,,,,,,,,,,,
Accelerator, GPGPU (General Purpose computation on Graphics Processing Unit), NVIDIA, CUDA, Numerical methods, Time integration, Exponential integrators, Polynomial interpolation,,,,,,,,,
Flames, Combustion, Simulation,,,,,,,,,,,,,,
LCS, GPU-accelerated, DNS, Distributed memory algorithms, FTLE, FSLE,,,,,,,,,,,
Thermodynamic cycles, Non-ideal fluid flows, Engineering education,,,,,,,,,,,,,,
Toolpaths, Spline interpolation, Machining, AutoCAD, Advanced manufacturing, Motion controllers,,,,,,,,,,,
Machine learning, Artificial intelligence, Machine learning operations, Software template, Traceability, Software reliability,,,,,,,,,,,
Expert elicitation, Uncertainty quantification, Hazard assessment,,,,,,,,,,,,,,
Python-to-Fortran interface, Particle-resolved aerosol simulation, Atmospheric modeling,,,,,,,,,,,,,,
Blind and Visually impaired students, Math Accessibility, Mathematical Equations Solver, Symbolic Mathematics in Python (SYMPY),,,,,,,,,,,,,
Ordinal priority approach, Multiple criteria decision-making, JavaScript, Spreadsheet, Software,,,,,,,,,,,,
Z-scan, Heat transfer, Heat equation, Explicit difference method,,,,,,,,,,,,,
Reinforcement learning, Active flow control, Gymnasium, OpenAI Gym, preCICE,,,,,,,,,,,,
Video quality, Video metric, Video assessment, Video quality metric, Software tool,,,,,,,,,,,,
COVID-19, Public health, Social distancing, Public transportation planning, Travel restrictions, Web -based application, Machine learning, Neural networks,,,,,,,,,
Conversational agent, Databases, SQL, Data scientists,,,,,,,,,,,,,
Discrete exterior calculus, Scalar diffusion, Linear elasticity,,,,,,,,,,,,,,
Capacitive deionization, Desalination, Finite element, Modeling,,,,,,,,,,,,,
Pseudo spectral method, Parallelization, Domain decomposition, Taylor-Green vortex flow, Fast Fourier Transform, CUDA,,,,,,,,,,,
Metaheuristic algorithms, Real-world problems, Structural optimization, Circle-Inspired Optimization Algorithm,,,,,,,,,,,,,
Multiphysics, Simulation software, High-performance computing, Performance portability,,,,,,,,,,,,,
Cyber-Physical Systems, Distributed systems, Python, Rapid development, Communication middleware, Internet-of-things,,,,,,,,,,,
Coastal monitoring, Beaches, Computer vision, Image processing, Raspberry Pi,,,,,,,,,,,,
Deconvolution methods, Digital cytometry, Signature matrix, DeconRNASeq, CIBERSORT, ssGSEA, SingScore,,,,,,,,,,
Data science, Facial recognition, Compartmental modeling, Simulations,,,,,,,,,,,,,
Climate projections, netCDF, Open source software, CMIP,,,,,,,,,,,,,
Code generation, Automatic differentiation,,,,,,,,,,,,,,,
EEG, Datafile Restructuring Toolbox, Standard EEG Data Structure (SEDS), Standardization,,,,,,,,,,,,,
Motion platform, Hexapod, Psychophysics, Perception research,,,,,,,,,,,,,
BPMN, Temporal process modeling, Temporal constraint networks, Dynamic controllability,,,,,,,,,,,,,
Restoration entropy, Subgradient algorithm, Geodesic convexity, Riemannian metric, Dynamical systems, C plus, Scientific computing,,,,,,,,,,
Ensemble patch transform, Multiscale analysis, Filtering, R package,,,,,,,,,,,,,
Energy landscapes, Monte Carlo, Eigenvector following,,,,,,,,,,,,,,
Meshing, Microstructure, Segmentation,,,,,,,,,,,,,,
Source-to-source, C/C plus, LARA, Compilers,,,,,,,,,,,,,
Computational Fluid Dynamics, Finite Element Method (FEM), Continuous Galerkin, High-order methods,,,,,,,,,,,,,
Flow, Heat and species transport in porous media, Geothermal energy, Parameter estimation, Uncertainty quantification,,,,,,,,,,,,
Graphene, Graphene derivatives, Computational models, PDB,,,,,,,,,,,,,
Rural roadway, Operating speed, Safety performance, Decision support tool,,,,,,,,,,,,,
Particle Tracking Velocimetry, PTV, PIV, MATLAB, Part2Track,,,,,,,,,,,,
Element Library, C++, High-order elements, Spectral elements, Serendipity elements,,,,,,,,,,,,
Graph, Hierarchical clustering, Component tree,,,,,,,,,,,,,,
Line chart, Bar chart, Post-processing, Fourier series, Matlab, Lab-view, ATP, ASCII,,,,,,,,,
Tomographic reconstruction software, Tomography, Neutron imaging,,,,,,,,,,,,,,
CALPHAD, Heat capacity, Thermodynamic modelling,,,,,,,,,,,,,,
Reproducible research, Large database analysis, Video quality,,,,,,,,,,,,,,
IEEE C37.118.2, PMU, PDC, Synchrophasors, WAMPAC,,,,,,,,,,,,
Foreign function interface, 64-bit, Large datasets,,,,,,,,,,,,,,
Vocal learning, Acoustic analysis, Kullback-Leibler Distance, Phonology,,,,,,,,,,,,,
Image annotation, Data augmentation, Computer vision, Data preparation, Python, GUI,,,,,,,,,,,
Research software engineering, Education, Dashboard, Software evaluation,,,,,,,,,,,,,
Citizen science, Dashboard, Machine learning, Social network analysis, Social network visualizations,,,,,,,,,,,,
Faceted search, Search engine, Exploratory search, Aggregated search, Information retrieval,,,,,,,,,,,,
Machine Learning pipeline, Software quality, Low-code, Code generation, Python,,,,,,,,,,,,
Platform trial, Clinical trial, Simulation, Multi-arm, Multi-stage, R,,,,,,,,,,,
Agricultural monitoring, Disaster prevention, Analysis of meteorological data, Agricultural alerts,,,,,,,,,,,,,
B-spline solids, NURBS, Symbolic computation, Mathematica, Geometric modeling, Volumetric splines,,,,,,,,,,,
Tree parity machine, Neural synchronization, Key exchange, IoT, Tree parity machine, Neural synchronization, Key exchange, IoT,,,,,,,,,
Image analysis, Medical imaging, Digital pathology, Pathology, Microscopy,,,,,,,,,,,,
Chronic wasting disease, Creutzfeldt-Jakob disease, Parkinson's disease, RT-QuIC,,,,,,,,,,,,,
Particle-in-Cell, Direct simulation Monte Carlo, Unstructured mesh, Implicit time discretization, Low temperature plasmas,,,,,,,,,,,,
R package, SKew distributions, SKew factor model, SParse online principal component,,,,,,,,,,,,,
Electroencephalography, Model card, Deep learning, Python,,,,,,,,,,,,,
Association rule mining, Interpretable machine learning, Numerical association rule mining, Coral plot visualization,,,,,,,,,,,,,
Web API, REST, OpenAPI specification, IDL,,,,,,,,,,,,,
3D slicer, Image analysis, Segmentation, Neural networks, GUI, BraTS-Toolkit,,,,,,,,,,,
Generative AI, Large Language Models, Software engineering education, Capstone courses, Commit message generation,,,,,,,,,,,,
Differential gene expression, Gene set enrichment analysis, Gene enrichment, Gene ontology analysis, Gene expression visualisation, Gene enrichment visualisation,,,,,,,,,,,
Time series forecasting, Deep learning,,,,,,,,,,,,,,,
X-ray diffraction, Peak profile, Microstructure, Crystallite size, Lattice defects, Python,,,,,,,,,,,
Multi-view representation, Machine Learning, Content spectra,,,,,,,,,,,,,,
Augmented Reality, Geospatial, Unity3D,,,,,,,,,,,,,,
Chronoweb, Temporal network, Temporal graph, Temporal information diffusion, ChronoGraph, Graph database,,,,,,,,,,,
TPMS, Triply Periodic Minimal Surface, Additive manufacturing, Python, Computational design,,,,,,,,,,,,
Data-driven modeling, Hyperelasticity, Isotropic, Anisotropic, Parameter optimization, Material identification,,,,,,,,,,,
Gravitational waves, Burst search,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Human-computer interaction, End-user development, Web augmentation, Customization, Mobile browser,,,,,,,,,,,,
Thermal-fluid-dynamics, Multi-component, Laser-deposition,,,,,,,,,,,,,,
Particle tracking, Optimization, Energy degradation, Python,,,,,,,,,,,,,
Laboratory automation, Device integration, Software framework, Graphical user interface, Optical fiber, Optical mode conversion,,,,,,,,,,,
CNN network, Gesture classification, Image processing, sEMG,,,,,,,,,,,,,
Positron Annihilation Spectroscopy, Coincidence Doppler Broadening, Data analysis software, Defect characterization,,,,,,,,,,,,,
Discrete Tchebichef Transform, Integer Discrete Tchebichef Transform, Image compression, Features extraction,,,,,,,,,,,,,
Machine learning, AutoML, Meta-learning, Decision-support systems, Explainable AI,,,,,,,,,,,,
Bayesian Networks, Discriminative Learning, Differential Evolution, Parameter optimization,,,,,,,,,,,,,
Tribology, Elastohydrodynamic lubrication, Reynolds equation resolution, Reciprocating sliding, Transient flow,,,,,,,,,,,,
Marine disease models, Matlab toolbox, GUI,,,,,,,,,,,,,,
Buffer, pH, Buffer capacity, Modelling, Titration, Food ingredient,,,,,,,,,,,
R-Shiny, Data visualization, Tidy data, Clinical trial simulation,,,,,,,,,,,,,
Advanced manufacturing, Volume of fluid, Heat transfer, OpenFOAM, State Transition,,,,,,,,,,,,
Tree -ring measurement file, Formatting error, MATLAB,,,,,,,,,,,,,,
Non-Parametric Bayesian Networks, BANSHEE, Python library, Copulas,,,,,,,,,,,,,
X-ray polarimetry,,,,,,,,,,,,,,,,
Tennessee Eastman process, Chemical process simulation, Simulation framework, Python,,,,,,,,,,,,,
Wireless Sensor Networks, NS-3, Onion routing, Edge computing,,,,,,,,,,,,,
Bayesian optimization, GUI, Visualization, Python,,,,,,,,,,,,,
GDPR, Privacy, Security, Vulnerabilities,,,,,,,,,,,,,
Power systems, Dynamic simulation, Microgrids, Inverters, Julia,,,,,,,,,,,,
OpenPLC61850, OpenPLC, IEC 61850, Programmable logic controllers, Cyber security,,,,,,,,,,,,
Flow-based market coupling, FBMC, Economic dispatch problem, Transmission system, Optimal power flow, Security constrained optimal power flow,,,,,,,,,,,
Genetic algorithm, Data classification, Grammatical evolution, Stochastic methods,,,,,,,,,,,,,
Particle packing, Concrete, Refractories, Coal briquetting, Powder metallurgy,,,,,,,,,,,,
Dataset creation, Big Data, Machine Learning, Python task automation, Google Earth Engine, Sentinel-1, Sentinel-2, Git-Hub,,,,,,,,,
Machine learning, Parameters selection, Particle swarm optimization, Automation, AutoML,,,,,,,,,,,,
Experience sampling method, Ambulatory assessment, Ecological momentary assessment, Custom HTML elements, Executable HMTL,,,,,,,,,,,,
Digital Image Correlation (DIC), Lucas-Kanade algorithm, Experimental mechanics, In situ strain measurement,,,,,,,,,,,,,
Numerical validation, OpenFOAM, Eulerian particle detection, VOF,,,,,,,,,,,,,
Communication chain, Channel coding, Monte Carlo simulation, Forward error correction library, Digital modulation, Reproducible science, Multi-node, Multi-thread, Vectorization,,,,,,,,
Granular systems, Discrete element method, Python, LIGGGHTS,,,,,,,,,,,,,
Earthquake, Focal mechanism, Clustering,,,,,,,,,,,,,,
Glycoprotein, Database, Linear search,,,,,,,,,,,,,,
Computer vision, Planetary science, Photogrammetry, Image mosaics,,,,,,,,,,,,,
Tortuous failure surface, Bimrock, Bimsoil, Slope stability, A* algorithm,,,,,,,,,,,,
Amorphous polymers, Molecular simulation, Python,,,,,,,,,,,,,,
CFD, Dynamical systems,,,,,,,,,,,,,,,
Systematic literature review, Multi-embedding models, Bibliometric validation, Research reproducibility,,,,,,,,,,,,,
Knowledge graphs, Ontology evolution, Mapping rules, Impact assessment, Validation rules,,,,,,,,,,,,
Crop adaptation, Season, Environmental characterization, Enviromics, Phenology,,,,,,,,,,,,
GIS, Customer satisfaction, MUSA, Geomarketing, C2 Permanent link to code/repository, C3 Permanent link to reproducible, capsule, services used, documentation/manual,,,,,,,,
Cellular automata, Modelica,,,,,,,,,,,,,,,
Quantum software engineering, Quantum circuit, Scheduling, Multiprogramming,,,,,,,,,,,,,
Multi-agent reinforcement learning, Autonomous vehicles, Traffic assignment, Traffic flow, Vehicle routing problem,,,,,,,,,,,,
Uncertainty quantification, Scientific machine learning, Neural networks, Neural operators,,,,,,,,,,,,,
Probabilistic forecasting, Postprocessing, Combining forecasts, Uncertainty quantification,,,,,,,,,,,,,
Optimizing compiler, Polyhedral model, Transitive closure, Tiling, Loop nests,,,,,,,,,,,,
Python, Coastal morphology, Streamlit, Baltic coastal monitoring team,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Composite Artificial Intelligence, Domain Definition Language,,,,,,,,,,,,,,,
Tennessee Eastman process, Chemical process simulation, Fault diagnosis, Simulink,,,,,,,,,,,,,
Platform trials, Simulation, Cluster randomised trial, Multisite trial,,,,,,,,,,,,,
Cloud computing, Internet of Things, Real-time, Python,,,,,,,,,,,,,
Limit analysis, Masonry walls, Tilting table test, User interface,,,,,,,,,,,,,
Molecular Dynamics Simulations, Computational Chemistry, LAMMPS, Graphical User Interface, High throughput, Software package,,,,,,,,,,,
Dynamic programming, AND/OR graphs, Design & implementation, Software quality, Computational thinking,,,,,,,,,,,,
Data analysis, Data reproducibility, Infiltrometer, Soil hydrology, Soil physics, R language,,,,,,,,,,,
Machine learning, Energy price forecasting, Probabilistic forecasting, Quantile regression, Quantile regression averaging, QRA,,,,,,,,,,,
Algorithmic thinking, Educational assessment, Multilingual learning tool, Child-computer interaction, Gesture-based interface, Visual programming interface,,,,,,,,,,,
Federated learning, Machine learning, Malicious client detection, Security,,,,,,,,,,,,,
Graph Fourier decomposition, Statistical graph empirical mode decomposition, Multiscale analysis, R package,,,,,,,,,,,,,
Data harvesting, Data enrichment, Data linkage, Linked data, Knowledge graph, Metadata,,,,,,,,,,,
Molecular simulations, LAMMPS, Quantum correction, Pair potential, Hydrogen, Feynman Hibbs, Mie,,,,,,,,,,
Author name disambiguation, Authority control, Machine learning, Science of science, Scientometrics, Bibliometrics,,,,,,,,,,,
Framework, Finite-element, Finite-volume, Parallel, Multiphysics, Multiscale,,,,,,,,,,,
Software visualization, Python call graph, Visual analytics, PyTorch,,,,,,,,,,,,,
Microbial live-cell analysis, Cell annotation, Segmentation, Tracking, Microservice architecture, OMERO,,,,,,,,,,,
Programming, Debugging, Scratch, Block-based programming,,,,,,,,,,,,,
Hiking, Safety, Intelligent monitoring, Augmented Reality, Forensic analysis,,,,,,,,,,,,
QUBO, Spin-glass, Discrete optimization, Quantum annealing,,,,,,,,,,,,,
Bayesian approach, Covariance function, Stochastic process,,,,,,,,,,,,,,
Equivalent circuit model (ECM), State of charge, Battery parameter estimation (BPE), Hybrid adaptive battery parameter estimation, (HABPE),,,,,,,,,,,,
Federated learning, Explainable AI, Rule-based systems, Linguistic fuzzy models,,,,,,,,,,,,,
Skull reconstruction, Research contribution, MONAI, Open-source, API, PyTorch, Python, Deep learning, Pre-trained model, Cranial implant design, Cranioplasty, Craniotomy, Craniectomy, CT, Bone, Head, Face
Ordinal data, Pre-model interpretability, Dimension reduction, Feature space, Ordinal metrics,,,,,,,,,,,,
Blender, Mental Cutting Test, Spatial skills, Assets,,,,,,,,,,,,,
Coastal, Bluffs, cliffs, Morphology, R,,,,,,,,,,,,
Coupled matrix factorization, PARAFAC2, Constraints, AO-ADMM,,,,,,,,,,,,,
msh file, Finite elements, Combined mesh, Open-source,,,,,,,,,,,,,
Fuzzy logic, Uncertain data, Python, Triangular fuzzy numbers, Fuzzy Decision Making,,,,,,,,,,,,
Boundary elements, Finite elements, Structural analysis, Mixed -dimensional coupling,,,,,,,,,,,,,
Reverse engineering, Symbolic execution, Cybersecurity,,,,,,,,,,,,,,
Ansible, Cloudorchestration, Functionhooking, Golang, Python,,,,,,,,,,,,
Multiobjective optimization, Mixed integer linear optimization, Chebyshev scalarization, Web application,,,,,,,,,,,,,
Multi energy systems, Co-simulation, Technical assessment, Hybrid simulation,,,,,,,,,,,,,
Nonparametric density estimation, Maximum entropy, Single order statistics, MATLAB, R,,,,,,,,,,,,
Topology optimization, MATLAB, Free-form design, Density-based methods, SIMP, RAMP, BESO, Level set method, Post-processing, 3D printing,,,,,,,
Contact angle goniometry, High-throughput image analysis, Automatic edge detection,,,,,,,,,,,,,,
Short read mapping, High throughput sequencing, Variant calling,,,,,,,,,,,,,,
BPMS, Open source software, YAWL, Workflow, process,,,,,,,,,,,,
Algorithm, Software metrics, Software maintainability, Software quality,,,,,,,,,,,,,
OpenFOAM, WENO, Higher order schemes, Numerical validation, CFD,,,,,,,,,,,,
Conditional probabilities, Prior probabilities, Likelihood evidence, Bayesian networks,,,,,,,,,,,,,
